id_prestamo;fecha;id_libro;generos;formato;perfil_socio;sala;dias_prestamo;renovaciones;dias_retraso;comentario
2398;10/03/2026;L0003;"biografia;poesia";Fisico;Adulto;Barrio Norte;21.0;0;4.0;
453;27/01/2026;L0055;poesia;Fisico;Infantil;Central;30.0;0;0.0;
8166;17/06/2026;L0062;"ciencia ficcion;novela negra";Ebook;Infantil;Barrio Norte;30.0;1;0.0;
6322;20/05/2026;L0010;"ensayo;novela negra";Ebook;Infantil;Barrio Norte;14.0;1;0.0;
3682;04/04/2026;L0105;"juvenil;historica";Fisico;Adulto;Barrio Norte;14.0;0;0.0;
423;26/01/2026;L0110;"juvenil;romantica;poesia";Audiolibro;;Central;14.0;0;0.0;
6309;20/05/2026;L0053;"biografia;ensayo;novela negra";Fisico;Senior;Barrio Norte;21.0;1;1.0;
658;01/02/2026;L0198;"juvenil;romantica";Ebook;Adulto;Barrio Sur;14.0;0;;
3302;28/03/2026;L0005;poesia;Fisico;Infantil;Central;14.0;2;0.0;
5945;13/05/2026;L0060;"juvenil;terror";Fisico;Senior;Barrio Sur;21.0;0;0.0;
2846;19/03/2026;L0068;"historica;romantica;fantasia";Audiolibro;Infantil;Central;7.0;0;0.0;
6122;17/05/2026;L0027;"poesia;fantasia;historica";Fisico;Adulto;Central;7.0;2;0,0 dias;
7627;09/06/2026;L0004;"poesia;ensayo";Fisico;Adulto;Barrio Sur;14.0;0;1.0;
1002;08/02/2026;L0125;"historica;ensayo;poesia";Fisico;Adulto;Central;21.0;0;59.0;
4199;13/04/2026;L0044;"novela negra;historica";Ebook;Infantil;Barrio Norte;30.0;0;;
2419;10/03/2026;L0076;"ensayo;terror;poesia";Fisico;Adulto;Barrio Norte;14.0;1;12.0;
7611;08/06/2026;L0005;poesia;Fisico;Adulto;Central;14.0;0;0.0;El socio pide renovar otra vez
7969;14/06/2026;L0039;"terror;historica;biografia";Fisico;Adulto;Barrio Sur;21.0;0;0.0;
3848;07/04/2026;L0075;"ciencia ficcion;juvenil;terror";Ebook;Infantil;Central;30.0;0;0,0 dias;
962;07/02/2026;L0015;POESIA;Fisico;Adulto;Barrio Sur;30.0;0;0.0;
1581;21/02/2026;L0014;historica;Fisico;Adulto;Barrio Norte;14.0;0;6.0;
5301;02/05/2026;L0072;"poesia;biografia;fantasia";Ebook;Adulto;Barrio Norte;30.0;0;0.0;
2207;06/03/2026;L0101;"biografia;historica";Fisico;Adulto;BARRIO SUR;14.0;0;0.0;
6424;21/05/2026;L0042;ciencia ficcion;Fisico;;Central;14.0;2;0.0;
5981;14/05/2026;L0085;"terror;romantica;ensayo";Fisico;Adulto;Barrio Sur;21.0;1;3.0;
4232;14/04/2026;L0019;terror;Ebook;;Barrio Norte;21.0;0;0.0;
758;03/02/2026;L0022;"biografia;poesia";Fisico;Adulto;Barrio Sur;30.0;1;0.0;
2285;07/03/2026;L0004;"poesia;ensayo";Fisico;Adulto;Barrio Sur;14.0;0;1.0;Paginas subrayadas a lapiz
8294;19/06/2026;L0039;"terror;historica;biografia";Ebook;Adulto;Central;7.0;0;0.0;
5670;09/05/2026;L0019;terror;Fisico;Senior;Barrio Norte;21.0;2;0.0;
9171;03/07/2026;L0078;novela negra;Fisico;Adulto;Central;7.0;1;0.0;
808;04/02/2026;L0028;"juvenil;novela negra;historica";Ebook;Senior;Barrio Norte;14.0;0;0.0;
6033;15/05/2026;L0005;poesia;Fisico;Adulto;Central;21.0;0;0.0;
7851;12/06/2026;L0018;"biografia;fantasia";Fisico;Adulto;Central;14.0;0;28.0;
1957;28/02/2026;L0010;"  ensayo;novela negra ";Fisico;Adulto;Barrio Norte;14.0;2;0.0;
2446;11/03/2026;L0051;"juvenil;ensayo";Fisico;Adulto;Barrio Norte;21.0;2;6.0;
9507;07/07/2026;L0011;fantasia;Fisico;Senior;Central;14.0;0;0.0;
8243;18/06/2026;L0009;"historica;ciencia ficcion";Audiolibro;Infantil;central;14.0;0;0.0;EJEMPLAR ALGO DETERIORADO
6249;19/05/2026;L0006;"biografia;historica;poesia";Ebook;Infantil;Central;14.0;0;0.0;Muy solicitado, hay lista de espera
2403;10/03/2026;L0032;"poesia;novela negra";Fisico;Adulto;Barrio Sur;21.0;0;0.0;
1074;10/02/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Infantil;Central;14.0;0;0.0;Le falta la sobrecubierta
6674;25/05/2026;L0053;"biografia;ensayo;novela negra";Fisico;Adulto;barrio norte;7.0;0;3.0;
4241;14/04/2026;L0001;"historica;biografia";Fisico;Infantil;Central;14.0;0;0.0;
8577;23/06/2026;L0009;"historica;ciencia ficcion";Fisico;Adulto;Barrio Sur;14.0;0;0.0;
2092;03/03/2026;L0078;novela negra;Fisico;Senior;Central;;0;0.0;
4528;19/04/2026;L0047;"ciencia ficcion;novela negra;romantica";Fisico;Adulto;Barrio Norte;14.0;0;8.0;
8302;19/06/2026;L0010;"ensayo;novela negra";Fisico;Senior;  Barrio Sur ;21.0;1;6.0;
6915;29/05/2026;L0083;"novela negra;poesia";Fisico;Senior;Barrio Norte;14.0;1;0.0;
7363;05/06/2026;L0055;poesia;Fisico;Adulto;Central;30.0;0;;
7551;07/06/2026;L0007;"historica;novela negra";Fisico;;Central;14.0;0;13.0;
9408;06/07/2026;L0054;terror;Fisico;Adulto;Barrio Norte;14.0;0;0.0;
6957;30/05/2026;L0007;"historica;novela negra";Fisico;Adulto;Central;30.0;0;5.0;
1004;08/02/2026;L0038;"poesia;ciencia ficcion";Fisico;;barrio sur;30.0;0;4.0;
9170;03/07/2026;L0028;"juvenil;novela negra;historica";Fisico;Adulto;Barrio Sur;14.0;1;7.0;
6679;25/05/2026;L0097;"juvenil;historica;novela negra";Audiolibro;Adulto;Barrio Sur;14.0;0;0.0;El socio pide renovar otra vez
5404;04/05/2026;L0128;"novela negra;romantica";Fisico;Adulto;Barrio Sur;14.0;1;8.0;
4652;21/04/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Sur;14.0;0;23.0;
9651;10/07/2026;L0098;"historica;biografia";Ebook;Infantil;Barrio Sur;14.0;2;0.0;
1486;18/02/2026;L0038;"poesia;ciencia ficcion";Fisico;Senior;Barrio Norte;21.0;1;12.0;
7737;10/06/2026;L0089;"juvenil;terror";Fisico;Adulto;Barrio Norte;30.0;1;1.0;
1412;17/02/2026;L0050;"romantica;ciencia ficcion";Fisico;Adulto;Central;21.0;0;0.0;
7645;09/06/2026;L0005;poesia;Fisico;Senior;Central;7.0;0;0.0;Muy solicitado, hay lista de espera
710;01/02/2026;L0093;"historica;fantasia";Fisico;;Barrio Sur;14.0;0;1.0;
5016;28/04/2026;L0005;poesia;Fisico;Senior;Barrio Norte;7.0;0;0.0;
8178;17/06/2026;L0098;"historica;biografia";Fisico;Senior;Central;14.0;1;0.0;
7337;04/06/2026;L0091;"ensayo;juvenil";Fisico;Adulto;Central;14.0;2;0.0;
3077;23/03/2026;L0004;"poesia;ensayo";Fisico;Senior;Central;14.0;1;0.0;
6124;17/05/2026;L0043;"romantica;fantasia";Ebook;Infantil;Barrio Sur;14.0;1;0.0;
4102;12/04/2026;L0070;"poesia;ensayo;juvenil";Fisico;Adulto;Barrio Sur;14.0;0;0.0;El socio pide renovar otra vez
5206;01/05/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Norte;7.0;1;19.0;
2723;16/03/2026;L0144;"poesia;juvenil";Audiolibro;Adulto;Central;14.0;0;0.0;
9430;06/07/2026;L0043;"romantica;fantasia";Fisico;Senior;Barrio Sur;7.0;0;27,0 dias;
1269;14/02/2026;L0004;"poesia;ensayo";Ebook;Adulto;Barrio Norte;7.0;2;0.0;
2463;11/03/2026;L0015;poesia;Ebook;Adulto;Barrio Sur;30.0;0;0.0;Ejemplar algo deteriorado
5562;07/05/2026;L0034;"NOVELA NEGRA;TERROR";Fisico;Adulto;Barrio Norte;21.0;1;13.0;
269;23/01/2026;L0046;ciencia ficcion;Fisico;Adulto;Barrio Norte;21.0;1;0.0;
3581;02/04/2026;L0047;"ciencia ficcion;novela negra;romantica";Ebook;Infantil;Barrio Norte;7.0;1;0.0;
4751;23/04/2026;L0049;"poesia;novela negra";Fisico;Adulto;Barrio Norte;14.0;0;0.0;
6095;16/05/2026;L0142;"historica;juvenil";Audiolibro;Adulto;Barrio Sur;7.0;0;0.0;
5033;28/04/2026;L0032;"poesia;novela negra";Fisico;Adulto;Barrio Norte;14.0;0;0.0;
8267;19/06/2026;L0034;"novela negra;terror";Fisico;Adulto;Barrio Norte;30.0;0;0.0;
6718;26/05/2026;L0047;"ciencia ficcion;novela negra;romantica";Fisico;Infantil;BARRIO NORTE;14.0;0;0.0;
2822;18/03/2026;L0182;"historica;ciencia ficcion";Fisico;Adulto;Barrio Norte;7.0;1;0.0;
7797;11/06/2026;L0072;"poesia;biografia;fantasia";Fisico;Adulto;Barrio Norte;21.0;1;0.0;
590;30/01/2026;L0017;"ciencia ficcion;juvenil;novela negra";Fisico;Senior;Central;21.0;0;0.0;
8381;20/06/2026;L0060;"juvenil;terror";Fisico;Adulto;Barrio Sur;;1;0.0;
5350;03/05/2026;L0011;fantasia;Audiolibro;Adulto;Central;7.0;0;0.0;
6779;26/05/2026;L0072;"poesia;biografia;fantasia";Fisico;Adulto;Barrio Sur;14.0;0;0.0;
7786;11/06/2026;L0151;"historica;novela negra";Fisico;Infantil;Central;30.0;2;0.0;
7966;14/06/2026;L0041;"terror;biografia";Ebook;Adulto;Barrio Norte;21.0;0;0.0;
5560;07/05/2026;L0038;"poesia;ciencia ficcion";Fisico;Adulto;Central;7.0;0;3.0;Ejemplar algo deteriorado
9186;03/07/2026;L0028;"juvenil;novela negra;historica";Ebook;;Barrio Sur;14.0;0;0.0;
2029;02/03/2026;L0076;"ensayo;terror;poesia";Fisico;Infantil;Barrio Sur;21.0;1;0.0;
9423;06/07/2026;L0022;"biografia;poesia";Audiolibro;Senior;Barrio Norte;21.0;1;0.0;
678;01/02/2026;L0155;"novela negra;terror;juvenil";Fisico;Senior;Central;7.0;1;0.0;
5864;12/05/2026;L0028;"juvenil;novela negra;historica";Audiolibro;Adulto;Barrio Sur;21.0;2;0.0;
1233;13/02/2026;L0011;fantasia;Ebook;Senior;Barrio Sur;14.0;0;0.0;
8836;28/06/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Central;7.0;1;11.0;Devuelto en perfecto estado
7229;03/06/2026;L0053;"biografia;ensayo;novela negra";Fisico;Adulto;Barrio Norte;14.0;0;0.0;Devuelto en perfecto estado
5124;29/04/2026;L0080;ciencia ficcion;Fisico;Adulto;Barrio Sur;21.0;2;0.0;
4857;25/04/2026;L0010;"ensayo;novela negra";Ebook;Adulto;CENTRAL;14.0;1;0.0;
8217;18/06/2026;L0024;"novela negra;biografia";Ebook;Adulto;Central;14.0;0;0.0;
2433;10/03/2026;L0053;"biografia;ensayo;novela negra";Audiolibro;Adulto;Barrio Sur;14.0;0;0.0;Devuelto en perfecto estado
8164;17/06/2026;L0019;terror;Fisico;Adulto;Barrio Sur;21.0;0;0.0;Devuelto en perfecto estado
8377;20/06/2026;L0163;"novela negra;romantica;biografia";Fisico;Infantil;  Barrio Norte ;14.0;0;0.0;
9645;10/07/2026;L0032;"poesia;novela negra";Fisico;Senior;Barrio Norte;7.0;0;0.0;
9135;02/07/2026;L0053;"biografia;ensayo;novela negra";Audiolibro;Infantil;Barrio Norte;7.0;2;0.0;
897;06/02/2026;L0071;terror;Fisico;Adulto;Central;7.0;1;0.0;
1612;21/02/2026;L0007;"historica;novela negra";Fisico;;Barrio Sur;30.0;2;17.0;
6591;24/05/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Central;14.0;0;0.0;
5611;08/05/2026;L0178;"ensayo;historica;poesia";Fisico;Adulto;Central;14.0;0;3.0;
7589;08/06/2026;L0083;"novela negra;poesia";Fisico;Adulto;Barrio Sur;21.0;1;4.0;
3807;06/04/2026;L0039;"terror;historica;biografia";Audiolibro;Infantil;Barrio Sur;30.0;0;0.0;
6130;17/05/2026;L0004;"poesia;ensayo";Fisico;Senior;Barrio Sur;30.0;0;0.0;Devuelto en perfecto estado
5640;09/05/2026;L0027;"poesia;fantasia;historica";Fisico;Adulto;Barrio Norte;14.0;0;0.0;
4702;22/04/2026;L0036;terror;Fisico;Adulto;Barrio Sur;30.0;1;;
3962;09/04/2026;L0047;"  ciencia ficcion;novela negra;romantica ";Fisico;Adulto;Barrio Sur;30.0;2;0.0;
6686;25/05/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Norte;21.0;0;0.0;El socio pide renovar otra vez
891;06/02/2026;L0004;"poesia;ensayo";Ebook;Infantil;Barrio Norte;14.0;0;0.0;
9767;11/07/2026;L0062;"ciencia ficcion;novela negra";Fisico;Senior;Central;21.0;0;0.0;
7636;09/06/2026;L0047;"ciencia ficcion;novela negra;romantica";Fisico;Senior;Central;21.0;2;0.0;
6991;30/05/2026;L0047;"ciencia ficcion;novela negra;romantica";Fisico;Adulto;Barrio Sur;7.0;0;0.0;
5187;01/05/2026;L0041;"terror;biografia";Fisico;;BARRIO SUR;14.0;0;0.0;
7055;31/05/2026;L0022;"biografia;poesia";Ebook;Senior;Barrio Norte;7.0;2;0.0;
6920;29/05/2026;L0018;"biografia;fantasia";Fisico;Infantil;Barrio Norte;7.0;1;0.0;
2800;18/03/2026;L0200;"ciencia ficcion;fantasia;terror";Ebook;Infantil;Central;14.0;0;0.0;
585;30/01/2026;L0123;"historica;juvenil";Ebook;Adulto;Barrio Norte;14.0;0;0.0;
3269;27/03/2026;L0076;"ensayo;terror;poesia";Fisico;Adulto;Central;30.0;0;0.0;
3933;09/04/2026;L0009;"historica;ciencia ficcion";Ebook;Senior;Barrio Norte;14.0;1;0.0;El socio pide renovar otra vez
1261;14/02/2026;L0166;"novela negra;ciencia ficcion";Fisico;Adulto;barrio sur;14.0;0;0.0;
9385;05/07/2026;L0034;"novela negra;terror";Fisico;Senior;Central;21.0;1;29.0;
311;24/01/2026;L0038;"poesia;ciencia ficcion";Fisico;Infantil;Barrio Norte;14.0;0;;
7923;13/06/2026;L0016;historica;Fisico;Infantil;Barrio Sur;30.0;1;0.0;
5035;28/04/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Infantil;Barrio Norte;14.0;0;0.0;Ejemplar algo deteriorado
7146;02/06/2026;L0024;"novela negra;biografia";Fisico;Adulto;Central;7.0;0;3.0;
9172;03/07/2026;L0044;"novela negra;historica";Ebook;Senior;Central;30.0;0;0.0;
4669;22/04/2026;L0010;"ensayo;novela negra";Fisico;Infantil;Barrio Sur;7.0;1;0.0;
4299;16/04/2026;L0160;"ROMANTICA;ENSAYO";Fisico;Infantil;Central;30.0;0;0.0;Ejemplar algo deteriorado
3784;05/04/2026;L0195;"fantasia;ciencia ficcion";Fisico;Infantil;Barrio Sur;7.0;1;;
1009;08/02/2026;L0200;"ciencia ficcion;fantasia;terror";Audiolibro;Adulto;Barrio Sur;14.0;1;0.0;Paginas subrayadas a lapiz
8420;21/06/2026;L0008;"romantica;juvenil;ensayo";Fisico;Infantil;Central;7.0;0;2.0;
2186;05/03/2026;L0055;poesia;Ebook;Infantil;Barrio Norte;21.0;1;0.0;
3624;03/04/2026;L0048;"historica;ensayo";Ebook;Senior;Central;7.0;0;0.0;
7164;02/06/2026;L0010;"ensayo;novela negra";Fisico;Adulto;Barrio Sur;14.0;1;0.0;
5012;27/04/2026;L0155;"novela negra;terror;juvenil";Fisico;Infantil;Central;21.0;1;0.0;
9747;11/07/2026;L0032;"poesia;novela negra";Ebook;Adulto;Barrio Norte;7.0;1;0.0;
5641;09/05/2026;L0047;"CIENCIA FICCION;NOVELA NEGRA;ROMANTICA";Ebook;Infantil;Central;7.0;2;0.0;
4835;25/04/2026;L0042;ciencia ficcion;Fisico;Adulto;Barrio Sur;7.0;0;0,0 dias;
7274;04/06/2026;L0008;"romantica;juvenil;ensayo";Audiolibro;;Barrio Norte;14.0;0;0.0;Ejemplar algo deteriorado
4757;24/04/2026;L0015;poesia;Fisico;Infantil;Barrio Norte;21.0;1;29.0;Paginas subrayadas a lapiz
5166;30/04/2026;L0010;"ensayo;novela negra";Fisico;Adulto;Central;14.0;1;0.0;Paginas subrayadas a lapiz
91;18/01/2026;L0010;"ensayo;novela negra";Fisico;Infantil;Barrio Sur;21.0;1;1.0;
6080;16/05/2026;L0010;"ensayo;novela negra";Ebook;Adulto;Barrio Sur;30.0;0;0.0;
6532;23/05/2026;L0086;"terror;poesia;ensayo";Fisico;Infantil;Central;30.0;0;0.0;
7691;09/06/2026;L0030;"fantasia;historica;juvenil";Fisico;Senior;Barrio Sur;14.0;1;0.0;
8040;15/06/2026;L0062;"ciencia ficcion;novela negra";Ebook;Senior;Central;21.0;1;0.0;
2118;04/03/2026;L0004;"poesia;ensayo";Fisico;Infantil;Barrio Sur;14.0;0;0.0;
2938;21/03/2026;L0127;juvenil;Ebook;Adulto;Central;21.0;0;0.0;
6553;23/05/2026;L0062;"ciencia ficcion;novela negra";Fisico;Adulto;Central;21.0;0;0.0;
984;08/02/2026;L0019;terror;Ebook;Adulto;Barrio Sur;14.0;0;;
7794;11/06/2026;L0010;"ensayo;novela negra";Fisico;Senior;Central;30.0;0;0.0;
5408;04/05/2026;L0200;"ciencia ficcion;fantasia;terror";Ebook;Infantil;Barrio Sur;14.0;0;0.0;
2926;21/03/2026;L0017;"ciencia ficcion;juvenil;novela negra";Fisico;Adulto;Barrio Sur;14.0;2;0.0;
5482;05/05/2026;L0005;poesia;Ebook;Adulto;Barrio Sur;14.0;0;0.0;
3215;26/03/2026;L0006;"biografia;historica;poesia";Ebook;Adulto;Central;7.0;0;0.0;El socio pide renovar otra vez
6562;23/05/2026;L0006;"biografia;historica;poesia";Fisico;Infantil;Central;30.0;1;5.0;
5596;08/05/2026;L0101;"biografia;historica";Fisico;Adulto;Barrio Norte;14.0;0;0.0;
7162;02/06/2026;L0147;"biografia;ensayo";Ebook;Infantil;Barrio Sur;21.0;0;0.0;
5946;13/05/2026;L0038;"  poesia;ciencia ficcion ";Fisico;Adulto;Barrio Sur;7.0;1;0.0;
628;31/01/2026;L0015;poesia;Fisico;;Barrio Sur;14.0;1;13.0;
8144;16/06/2026;L0019;terror;Audiolibro;Infantil;Barrio Sur;7.0;0;0.0;
5217;01/05/2026;L0106;"juvenil;historica;novela negra";Audiolibro;Infantil;Central;21.0;0;0.0;Muy solicitado, hay lista de espera
4766;24/04/2026;L0010;"ensayo;novela negra";Fisico;Adulto;Barrio Norte;7.0;1;5.0;
1602;21/02/2026;L0019;terror;Fisico;Infantil;Barrio Norte;21.0;1;0.0;Paginas subrayadas a lapiz
9668;10/07/2026;L0053;"biografia;ensayo;novela negra";Ebook;Adulto;Barrio Sur;14.0;0;0.0;El socio pide renovar otra vez
1270;14/02/2026;L0062;"ciencia ficcion;novela negra";Fisico;Senior;Barrio Norte;14.0;0;0.0;
129;19/01/2026;L0051;"juvenil;ensayo";Fisico;Senior;Barrio Norte;21.0;2;0.0;
6770;26/05/2026;L0086;"terror;poesia;ensayo";Ebook;Infantil;Central;21.0;0;0.0;
1712;23/02/2026;L0056;"ensayo;poesia";Fisico;Senior;Barrio Norte;14.0;0;;
7996;14/06/2026;L0007;"historica;novela negra";Fisico;Adulto;Barrio Norte;30.0;0;0.0;
4236;14/04/2026;L0034;"novela negra;terror";Fisico;Adulto;Central;30.0;0;0.0;
6724;26/05/2026;L0080;ciencia ficcion;Fisico;Adulto;Barrio Sur;21.0;0;;
2399;10/03/2026;L0046;ciencia ficcion;Fisico;Adulto;Barrio Norte;14.0;0;0.0;
6062;16/05/2026;L0033;"ciencia ficcion;fantasia;romantica";Ebook;Senior;  Barrio Sur ;14.0;1;0.0;
9122;02/07/2026;L0027;"poesia;fantasia;historica";Fisico;Adulto;Barrio Sur;21.0;0;4.0;
8493;22/06/2026;L0055;poesia;Fisico;Adulto;Barrio Norte;7.0;0;1.0;
1187;12/02/2026;L0047;"ciencia ficcion;novela negra;romantica";Fisico;Adulto;  Barrio Norte ;7.0;2;0.0;
8905;28/06/2026;L0060;"juvenil;terror";Fisico;Adulto;Central;7.0;1;0.0;
9867;12/07/2026;L0071;  terror ;Fisico;Adulto;Central;7.0;1;10.0;
6118;17/05/2026;L0007;"historica;novela negra";Fisico;Senior;Barrio Norte;14.0;0;0.0;
1978;01/03/2026;L0011;  fantasia ;Fisico;Adulto;Central;7.0;0;0.0;
9962;14/07/2026;L0050;"romantica;ciencia ficcion";Ebook;Infantil;Barrio Norte;30.0;0;0.0;
4248;15/04/2026;L0106;"juvenil;historica;novela negra";Fisico;Adulto;Barrio Norte;14.0;0;20.0;
7802;11/06/2026;L0088;biografia;Ebook;Adulto;  Central ;21.0;2;0.0;
916;07/02/2026;L0118;"fantasia;biografia;ciencia ficcion";Fisico;Infantil;BARRIO NORTE;14.0;0;8.0;
1306;15/02/2026;L0177;"poesia;romantica;historica";Fisico;Senior;Central;7.0;1;0.0;Muy solicitado, hay lista de espera
5552;07/05/2026;L0050;"  romantica;ciencia ficcion ";Audiolibro;Adulto;Central;30.0;0;0.0;Paginas subrayadas a lapiz
3050;23/03/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Sur;14.0;0;0.0;Le falta la sobrecubierta
9594;09/07/2026;L0137;"ciencia ficcion;biografia";Ebook;Infantil;Barrio Norte;14.0;1;0.0;
1274;14/02/2026;L0114;terror;Ebook;;Barrio Sur;30.0;0;0.0;
8805;27/06/2026;L0075;"CIENCIA FICCION;JUVENIL;TERROR";Ebook;Adulto;Central;21.0;0;0.0;
2797;17/03/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Senior;Barrio Sur;21.0;0;0.0;Muy solicitado, hay lista de espera
1399;17/02/2026;L0131;juvenil;Fisico;Adulto;Central;30.0;2;0.0;
3359;29/03/2026;L0083;"novela negra;poesia";Fisico;Adulto;Barrio Norte;30.0;1;0.0;
184;20/01/2026;L0054;terror;Fisico;Senior;Central;30.0;1;0.0;
5146;30/04/2026;L0012;"ciencia ficcion;romantica;terror";Fisico;Adulto;Barrio Sur;30.0;0;0.0;
5796;11/05/2026;L0021;"historica;biografia;ciencia ficcion";Fisico;Infantil;Barrio Sur;14.0;0;4.0;
7201;02/06/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Central;30.0;0;0.0;
5412;04/05/2026;L0023;"  juvenil;biografia ";Fisico;Adulto;Barrio Norte;14.0;0;0.0;
7672;09/06/2026;L0089;"juvenil;terror";Fisico;Infantil;Barrio Sur;30.0;0;0.0;
7111;01/06/2026;L0026;"romantica;juvenil";Ebook;Adulto;Barrio Sur;30.0;0;0.0;
4568;20/04/2026;L0126;fantasia;Audiolibro;Adulto;Central;14.0;0;0.0;
8792;27/06/2026;L0005;poesia;Fisico;Adulto;Barrio Norte;30.0;1;0.0;
2657;15/03/2026;L0004;"poesia;ensayo";Audiolibro;Infantil;Central;14.0;1;0.0;Ejemplar algo deteriorado
8375;20/06/2026;L0056;"ensayo;poesia";Ebook;Infantil;  Barrio Norte ;21.0;0;;
6979;30/05/2026;L0074;"terror;biografia";Fisico;Infantil;Barrio Sur;7.0;0;0.0;
1962;28/02/2026;L0042;ciencia ficcion;Fisico;Infantil;Central;14.0;1;0.0;El socio pide renovar otra vez
4892;26/04/2026;L0047;"ciencia ficcion;novela negra;romantica";Ebook;Infantil;Central;14.0;1;0.0;Le falta la sobrecubierta
6497;23/05/2026;L0059;"poesia;biografia";Fisico;Infantil;Barrio Norte;14.0;1;25,0 dias;
7047;31/05/2026;L0022;"biografia;poesia";Ebook;Adulto;Barrio Norte;14.0;1;0.0;
1761;24/02/2026;L0046;ciencia ficcion;Fisico;Adulto;Central;14.0;2;0.0;
1252;14/02/2026;L0034;"novela negra;terror";Audiolibro;Adulto;Central;30.0;0;0.0;
3177;25/03/2026;L0013;"terror;poesia;ensayo";Fisico;Adulto;Barrio Sur;14.0;0;0.0;
7894;13/06/2026;L0007;"historica;novela negra";Fisico;Adulto;Barrio Norte;21.0;1;0.0;
6333;20/05/2026;L0082;ensayo;Fisico;Adulto;Barrio Norte;14.0;0;8.0;
7467;06/06/2026;L0007;"historica;novela negra";Fisico;Adulto;Barrio Norte;30.0;1;4.0;
9724;11/07/2026;L0200;"ciencia ficcion;fantasia;terror";Audiolibro;Adulto;Central;14.0;0;0.0;
3290;28/03/2026;L0102;"romantica;novela negra;fantasia";Fisico;Adulto;Barrio Sur;7.0;0;10.0;
6563;23/05/2026;L0020;"fantasia;novela negra";Fisico;Senior;central;7.0;0;0.0;
8795;27/06/2026;L0046;ciencia ficcion;Fisico;Adulto;Central;14.0;0;23.0;Le falta la sobrecubierta
7741;10/06/2026;L0042;ciencia ficcion;Ebook;Senior;Central;7.0;0;0.0;
5747;10/05/2026;L0029;"fantasia;biografia";Fisico;Infantil;Barrio Norte;7.0;0;4.0;
7074;31/05/2026;L0017;"ciencia ficcion;juvenil;novela negra";Fisico;Adulto;Central;30.0;1;0.0;
1052;09/02/2026;L0027;"poesia;fantasia;historica";Fisico;Adulto;Barrio Sur;14.0;1;0.0;
4070;11/04/2026;L0053;"biografia;ensayo;novela negra";Ebook;Adulto;Barrio Norte;14.0;1;0.0;
6132;17/05/2026;L0020;"fantasia;novela negra";Fisico;Adulto;Central;7.0;1;0.0;
5651;09/05/2026;L0170;"ciencia ficcion;novela negra";Fisico;Adulto;Barrio Sur;21.0;1;0.0;Le falta la sobrecubierta
273;23/01/2026;L0019;terror;Fisico;Infantil;Barrio Norte;14.0;1;0.0;
2043;02/03/2026;L0062;"ciencia ficcion;novela negra";Fisico;Adulto;Central;30.0;1;3.0;Le falta la sobrecubierta
4764;24/04/2026;L0011;fantasia;Ebook;Adulto;Barrio Norte;7.0;0;0.0;Paginas subrayadas a lapiz
5061;28/04/2026;L0074;"terror;biografia";Fisico;;Central;14.0;0;0.0;
8250;19/06/2026;L0105;"juvenil;historica";Fisico;Adulto;Central;14.0;0;0.0;Devuelto en perfecto estado
5379;04/05/2026;L0002;fantasia;Fisico;Adulto;Barrio Sur;14.0;0;0.0;
1087;10/02/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Norte;30.0;0;0.0;
5904;13/05/2026;L0070;"poesia;ensayo;juvenil";Fisico;Adulto;barrio sur;14.0;0;0.0;LE FALTA LA SOBRECUBIERTA
6459;22/05/2026;L0020;"fantasia;novela negra";Fisico;Adulto;Barrio Norte;14.0;0;;
6594;24/05/2026;L0062;"ciencia ficcion;novela negra";Ebook;Infantil;Barrio Sur;7.0;1;0.0;
6796;27/05/2026;L0083;"novela negra;poesia";Ebook;Infantil;Barrio Norte;14.0;1;0.0;
4323;16/04/2026;L0166;"novela negra;ciencia ficcion";Ebook;Adulto;Barrio Sur;30.0;1;0.0;
7069;31/05/2026;L0111;"historica;poesia";Fisico;Adulto;Central;14.0;0;0.0;
7880;12/06/2026;L0044;"novela negra;historica";Fisico;Adulto;Barrio Sur;14.0;0;3.0;Muy solicitado, hay lista de espera
5697;09/05/2026;L0099;"juvenil;terror;romantica";Fisico;Adulto;Barrio Sur;30.0;2;0.0;
5617;08/05/2026;L0005;poesia;Fisico;Adulto;Barrio Sur;21.0;0;0.0;Muy solicitado, hay lista de espera
8407;21/06/2026;L0025;fantasia;Fisico;Senior;Barrio Norte;14.0;0;3.0;
6709;25/05/2026;L0028;"juvenil;novela negra;historica";Ebook;Infantil;Barrio Norte;7.0;0;0.0;
4710;23/04/2026;L0042;ciencia ficcion;Fisico;Senior;Barrio Norte;14.0;0;0.0;
